id,debate_id,speaker,text,check_worthy,spans,error
2000100300038,20001003_gore_bush,BUSH,"It’s an issue I know a lot about. I was a small oil person for a while in west Texas. This is an administration that’s had no plan. And all of a sudden the results of having no plan have caught up with America. First and foremost we have to fully fund LIHEAP which is a way to help low income folks, particularly here in the east to pay for high fuel bills. Secondly, we need an active exploration program in America. The only way to become less dependent on foreign sources of crude oil is to explore at home. You bet I want to open up a small part of Alaska. When that field is online it will produce one million barrels a day. Today we import one million barrels from Saddam Hussein. I would rather that a million come from our own hemisphere, our own country as opposed to Saddam Hussein. I want to build more pipelines to move natural gas throughout this hemisphere. I want to develop the coal resources in America. Have clean coal technologies. We've got abundant supplies of energy here in America and we'd better get after it, we better start exploring it or otherwise we’ll be in deep trouble in the future because of our dependency upon foreign sources of crude.",True,"[{""start"": 561, ""end"": 628, ""text"": ""When that field is online it will produce one million barrels a day"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""forecast/projection"", ""energy""]}, {""start"": 630, ""end"": 685, ""text"": ""Today we import one million barrels from Saddam Hussein"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""energy"", ""geopolitics""]}]",
2000100300080,20001003_gore_bush,BUSH,It’s not in our national interest to use force in this case. I would use pressure and diplomacy. There is a difference with what the president did in Kosovo which I supported and this. It’s up to the people in this region to take control of their country.,True,"[{""start"": 124, ""end"": 174, ""text"": ""what the president did in Kosovo which I supported"", ""reason_text"": """", ""reason_choices"": [""stance/support"", ""geopolitics""]}]",
2000100300066,20001003_gore_bush,BUSH,"I’ll tell you what kind of judges he’ll put on. He’ll put liberal activists justices who will use their bench to subvert the legislature, that’s what he’ll do.",False,[],
2000100300120,20001003_gore_bush,BUSH,"I’ve been standing up to big Hollywood, big trial lawyers. Was - what was the question? It was about emergencies, wasn’t it?",False,[],
2000100300008,20001003_gore_bush,BUSH,Let me just say that obviously tonight we’re going to hear some phony numbers about what I think and what we ought to do. People need to know that over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey and we anticipate spending $21 trillion. And my plan say why don’t we pass 1.3 trillion of that back to the people who pay the bills? Surely we can afford 5% of the $25 trillion that are coming into the treasury to the hard working people that pay the bills. There is a difference of opinion. My opponent thinks the government — the surplus is the government’s money. That’s not what I think. I think it’s the hard-working people of America’s money and I want to share some of that money with you so you have more money to build and save and dream for your families. It’s a difference of opinion. It’s a difference between government making decisions for you and you getting more of your money to make decisions for yourself.,True,"[{""start"": 147, ""end"": 242, ""text"": ""over the next ten years it is going to be $25 trillion of revenue that comes into our treasurey"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""forecast/projection"", ""economy""]}]",
2000100300076,20001003_gore_bush,BUSH,"Let me say this to you, I wouldn’t use force. I wouldn’t use force.",False,[],
2000100300104,20001003_gore_bush,BUSH,Let me talk about tax cuts one more time. This is a man whose plan excludes 50 million Americans.,True,"[{""start"": 56, ""end"": 96, ""text"": ""whose plan excludes 50 million Americans"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""attribution"", ""stance/support"", ""economy""]}]",
2000100300101,20001003_gore_bush,BUSH,"Let me tell you what the facts are. The facts are after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today. Secondly, if you’re a family of four making $50,000 in Massachusetts, you get a 50% tax cut. Let me give you one example. The Strunk family in Allentown, Pennsylvania, I campaigned with them the other day. They make $51,000 combined income, they pay about $3500 in taxes. Under my plan, they get $1800 of tax relief. Under Vice President Gore’s plan, they get $145 of tax relief. Now you tell me who stands on the side of the fence. You ask the Strunks whose plan makes more sense. There is a difference of opinion. He would rather spend the family’s $1800 and I would rather the Strunks spend their own money.",True,"[{""start"": 50, ""end"": 157, ""text"": ""after my plan, the wealthiest of Americans pay more taxes of the percentage of the whole than they do today"", ""reason_text"": """", ""reason_choices"": [""comparative/temporal"", ""forecast/projection"", ""stance/support"", ""economy""]}, {""start"": 431, ""end"": 474, ""text"": ""Under my plan, they get $1800 of tax relief"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""forecast/projection"", ""stance/support"", ""economy""]}, {""start"": 476, ""end"": 537, ""text"": ""Under Vice President Gore’s plan, they get $145 of tax relief"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""forecast/projection"", ""attribution"", ""stance/support"", ""economy""]}]",
2000100300023,20001003_gore_bush,BUSH,"Look, this is a man who has great numbers. He talks about numbers. I’m beginning to think not only did he invent the Internet, but he invented the calculator. It’s fuzzy math. It’s a scaring — he’s trying to scare people in the voting booth. Under my tax plan that he continues to criticize, I set one-third. The federal government should take no more than a third of anybody’s check. But I also dropped the bottom rate from 15% to 10%. Because by far the vast majority of the help goes to people at the bottom end of the economic ladder. If you’re a family of four in Massachusetts, making $50,000, you get a 50% cut in the federal income taxes you pay. It’s from $4000 to about $2000. Now, the difference in our plans is I want that $2,000 to go to you, and the vice president would like to be spending the $2,000 on your behalf.",True,"[{""start"": 389, ""end"": 435, ""text"": ""I also dropped the bottom rate from 15% to 10%"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""comparative/temporal"", ""economy""]}, {""start"": 445, ""end"": 537, ""text"": ""by far the vast majority of the help goes to people at the bottom end of the economic ladder"", ""reason_text"": """", ""reason_choices"": [""vague quantitative"", ""statistic"", ""economy""]}, {""start"": 539, ""end"": 653, ""text"": ""If you’re a family of four in Massachusetts, making $50,000, you get a 50% cut in the federal income taxes you pay"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""economy""]}]",
2000100300128,20001003_gore_bush,BUSH,"No, there’s no difference on that. There is a difference, though, as to what the economy has meant. I think the economy has meant more for the Gore and Clinton folks than the Gore and Clinton folks have meant for the economy. I think most of the economic growth that has taken place is a result of ingenuity and hard work and entrepreneurship and that’s the role of goverment to encourage that. In terms of in response to the question, no.",False,[],
2000100300044,20001003_gore_bush,BUSH,No. It’s the right thing for the consumers. Less dependency upon foreign sources of crude is good for consumers. And we can do so in an environmentally friendly way.,False,[],
2000100300141,20001003_gore_bush,BUSH,"No. There’s enough money to pay seniors today in the current affairs of Social Security. The trillion comes from the surplus. Surplus is money — more money than needed. Let me tell you what your plan is. It’s not Social Security plus, it’s Social Security plus huge debt. That is what it is. You leave future generations with tremendous IOUs. It’s time to have a leader that doesn’t put off tomorrow what we should do today. It’s time to have somebody to step up and say look, let’s let younger workers take some of their own money and under certain guidelines invest it in the private markets. The safest of federal investments yields 4%. That’s twice the amount of rate of return than the current Social Security Trust. It’s a fundamental difference of opinion here, folks. Younger worker after younger worker hears my call that says I trust you. And you know what, the issue is changing. Seniors now understand that the promise made will be a promise kept, but younger workers now understand we better have a government that trusts them and that’s exactly what I’m going to do.",True,"[{""start"": 4, ""end"": 87, ""text"": ""There’s enough money to pay seniors today in the current affairs of Social Security"", ""reason_text"": """", ""reason_choices"": [""economy""]}, {""start"": 595, ""end"": 638, ""text"": ""The safest of federal investments yields 4%"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""forecast/projection"", ""economy""]}, {""start"": 640, ""end"": 720, ""text"": ""That’s twice the amount of rate of return than the current Social Security Trust"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""comparative/temporal"", ""economy""]}]",
2000100300114,20001003_gore_bush,BUSH,"Okay. First of all, most of good governance is at the state level. See, here is the mentality. I’m going to make the state do this and make the state do that. All I’m saying is if you spend money, show us results and test every year, which you do not do, Mr. Vice President. You don’t test every year. You can say you do to the cameras but you don’t, unless you’ve changed your plan here on the stage.",True,"[{""start"": 234, ""end"": 253, ""text"": ""which you do not do"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""education""]}, {""start"": 275, ""end"": 300, ""text"": ""You don’t test every year"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""education""]}]",
2000100300106,20001003_gore_bush,BUSH,"Take for example the marriage penalty. If you itemize your tax return, you get no marriage penalty relief. He picks and chooses. He decides who the right people are. It’s a fundamental difference of opinion. I want my fellow Americans to hear one more time. We’ll spend $25 trillion — we’ll collect $25 trillion in revenue in the next 10 years and spend $21 trillion. Surely we can send 5% back to you that pay the bills. There's a problem wait. I want to say something, Jim. This man has been disparaging my plan with all this Washington fuzzy math. I want you to hear a problem we've got here in the USA. If you’re a single mother making $22,000 a year and you have two children, under this tax code, for every additional dollar you make, you pay a higher marginal rate on that dollar than someone making more than $200,000 a year, and that is not right. My plan drops the rate from 15% to 10% and increases the child credit from $500 to $1,000 to make the code more fair for everybody, not just a few, not just a handful. Everybody who pays taxes ought to get some relief.",True,"[{""start"": 39, ""end"": 105, ""text"": ""If you itemize your tax return, you get no marriage penalty relief"", ""reason_text"": """", ""reason_choices"": [""economy""]}, {""start"": 285, ""end"": 366, ""text"": ""we’ll collect $25 trillion in revenue in the next 10 years and spend $21 trillion"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""forecast/projection"", ""economy""]}, {""start"": 607, ""end"": 832, ""text"": ""If you’re a single mother making $22,000 a year and you have two children, under this tax code, for every additional dollar you make, you pay a higher marginal rate on that dollar than someone making more than $200,000 a year"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""economy""]}]",
2000100300162,20001003_gore_bush,BUSH,"Thank you, Jim. Thank the University of Massachusetts and Mr. Vice President, thank you. It has been a good, lively exchange. There is a huge difference of opinion. Mine is I want to empower people in their own lives. I also want to go to Washington to get some positive things done. It is going to require a new spirit. A spirit of cooperation. It will require the ability of a Republican president to reach out across the partisan divide and to say to Democrats, let’s come together to do what is right for America. It’s been my record as Governor of Texas, it will be how I conduct myself if I’m fortunate enough to earn your vote as President of the United States. I want to finally get something done on Medicare. I want to make sure prescription drugs are available for all seniors. And I want seniors to have additional choices when it comes to choosing their health care plans. I want to finally get something done on Social Security. I want to make sure the seniors have the promise made will be a promise kept, but I want younger workers to be able to manage some of their own money, some of their own payroll taxes in the private sector under certain guidelines to get a better rate of return on your own money. I want to rebuild our military to keep the peace. I want to have a strong hand when it comes to the United States in world affairs. I don’t want to try to put our troops in all places at all times. I don’t want to be the world’s policeman, I want to be the world’s peacemaker by having a military of high morale and a military that is well-equipped. I want anti-ballistic missile systems to protect ourselves and our allies from a rogue nation that may try to hold us hostage or blackmail our allies and friends. I want to make sure the education system fulfills its hope and promise. I’ve had a strong record of working with Democrats and Republicans in Texas to make sure no child is left behind. I understand the limited role of the federal government, but it could be a constructive role when it comes to reform, by insisting that there be a strong accountability systems. My intentions are to earn your vote and earn your confidence. I’m asking for your vote. I want you to be on my team. And for those of you working, thanks from the bottom of my heart. For those of you making up your mind, I would be honored to have your support.",False,[],
2000100300030,20001003_gore_bush,BUSH,"That’s totally false for him to stand up here and say that. Let me make sure the seniors hear me loud and clear. They have had their chance to get something done. I’m going to work with Democrats and Republicans to reform the system. All seniors will be covered, all poor seniors will have their prescription drugs paid for, and in the meantime, we’ll have a plan to help poor seniors and in the meantime it could be one year or two years.",False,[],
2000100300111,20001003_gore_bush,BUSH,"The first is, the difference is there is no new accountability measures in Vice President Gore’s plan. He says he’s for voluntary testing. You can’t have voluntary testing. You must have mandatory testing. You must say that if you receive money you must show us whether or not children are learning to read and write and add and subtract. That’s the difference. You may claim you’ve got mandatory testing but you don’t, Mr. Vice President. That’s a huge difference. Testing is the cornerstone of reform. You know how I know? Because it’s the cornerstone of reform in the State of Texas. Republicans and Democrats came together and said what can we do to make our public education the best in the country? We’ve done a long way working together to do so. The cornerstone is to have strong accountability in return for money and in return for flexibility. We’re going to ask you to show us whether or not — we ask you to post the results on the Internet. We encourage parents to take a look at the comparative results of schools. We have a strong charter school movement that I signed the legislation to get started in the State of Texas. I believe if we find poor children trapped in schools that won’t teach, we need to free the parents. We need to expand education savings accounts. Something that the vice president's running mate supports. There’s big differences. He won’t support freeing local districts from the strings of federal money.",True,"[{""start"": 32, ""end"": 101, ""text"": ""there is no new accountability measures in Vice President Gore’s plan"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""stance/support"", ""education""]}, {""start"": 362, ""end"": 418, ""text"": ""You may claim you’ve got mandatory testing but you don’t"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""stance/support"", ""education""]}, {""start"": 1284, ""end"": 1341, ""text"": ""Something that the vice president's running mate supports"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""stance/support"", ""education""]}]",
2000100300098,20001003_gore_bush,BUSH,"The man is practicing fuzzy math again. There’s differences. Under Vice President Gore’s plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965. We’re talking about a massive government, folks. We’re talking about adding to or increasing 200 programs, 20,000 new bureaucrats. Imagine how many IRS agents it is going to take to be able to figure out his targeted tax cut for the middle class that excludes 50 million Americans. There is a huge difference in this campaign. He says he’s going to give you tax cuts. 50 million of you won’t receive it. He said in his speech he wants to make sure the right people get tax relief. That’s not the role of a president to decide right and wrong. Everybody who pays taxes ought to get tax relief. After my plan is in place, the wealthiest Americans will pay a higher percentage of taxes then they do today, the poorest of Americans, six million families, won’t pay any tax at all. It’s a huge difference. A difference between big exploding federal government that wants to think on your behalf and a plan that meets priorities and liberates working people to be able to make decisions on your own.",True,"[{""start"": 61, ""end"": 197, ""text"": ""Under Vice President Gore’s plan, he is going to grow the federal government in the largest increase since Lyndon Baines Johnson in 1965"", ""reason_text"": """", ""reason_choices"": [""comparative/temporal"", ""ranking"", ""forecast/projection"", ""attribution"", ""stance/support"", ""politics""]}, {""start"": 268, ""end"": 328, ""text"": ""adding to or increasing 200 programs, 20,000 new bureaucrats"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""forecast/projection"", ""politics""]}, {""start"": 403, ""end"": 479, ""text"": ""his targeted tax cut for the middle class that excludes 50 million Americans"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""attribution"", ""stance/support"", ""economy""]}, {""start"": 567, ""end"": 601, ""text"": ""50 million of you won’t receive it"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""economy""]}, {""start"": 603, ""end"": 678, ""text"": ""He said in his speech he wants to make sure the right people get tax relief"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""economy""]}, {""start"": 792, ""end"": 974, ""text"": ""After my plan is in place, the wealthiest Americans will pay a higher percentage of taxes then they do today, the poorest of Americans, six million families, won’t pay any tax at all"", ""reason_text"": """", ""reason_choices"": [""numerical absolute"", ""comparative/temporal"", ""forecast/projection"", ""stance/support"", ""economy""]}]",
2000100300147,20001003_gore_bush,BUSH,"The man loves his wife and I appreciate that a lot. And I love mine. The man loves his family a lot, and I appreciate that, because I love my family. I think the thing that discouraged me about the vice president was uttering those famous words, “No controlling legal authority.” I felt like there needed to be a better sense of responsibility of what was going on in the White House. I believe that — I believe they’ve moved that sign, “The buck stops here” from the Oval Office desk to “The buck stops here” on the Lincoln bedroom. It’s not good for the country and it’s not right. We need to have a new look about how we conduct ourselves in office. There’s a huge trust. I see it all the time when people come up to me and say, I don’t want you to let me down again. And we can do better than the past administration has done. It’s time for a fresh start. It’s time for a new look. It’s time for a fresh start after a season of cynicism. And so I don’t know the man well, but I’ve been disappointed about how he and his administration have conducted the fundraising affairs. You know, going to a Buddhist temple and then claiming it wasn’t a fundraiser isn’t my view of responsibility.",True,"[{""start"": 217, ""end"": 279, ""text"": ""uttering those famous words, “No controlling legal authority.”"", ""reason_text"": """", ""reason_choices"": [""attribution"", ""politics"", ""crime/law""]}, {""start"": 1089, ""end"": 1156, ""text"": ""going to a Buddhist temple and then claiming it wasn’t a fundraiser"", ""reason_text"": """", ""reason_choices"": [""other""]}]",
